time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.78945	18.9933	4.84148	3.777	0.471419	lidar	0.729836	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.5768	18.8431	4.92305	3.80158	0.480782	radar	1.52355	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40634	18.712	4.86758	3.82463	0.481159	lidar	1.01073	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.2354	18.5681	4.78012	3.84379	0.465707	radar	1.11612	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.12415	18.4145	4.66001	3.88885	0.496705	lidar	1.48322	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9322	18.2428	4.85217	3.92373	0.532824	radar	6.81178	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.6516	18.1013	5.00256	3.90056	0.464849	lidar	2.87639	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49732	17.9516	4.86322	3.91608	0.44205	radar	3.30405	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25579	17.7837	4.97104	3.91139	0.405109	lidar	1.20886	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06816	17.6002	5.07058	3.93898	0.42802	radar	2.082	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89484	17.485	4.99852	3.93968	0.403945	lidar	5.9564	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74809	17.2676	5.09146	3.99202	0.462607	radar	2.67837	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57174	17.0779	5.10485	4.01017	0.456039	lidar	0.0257106	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41182	16.9134	4.95044	4.01356	0.413142	radar	2.0109	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25025	16.7419	4.93536	4.02699	0.404476	lidar	0.449674	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07367	16.5444	4.91347	4.03393	0.376428	radar	4.77181	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91794	16.3111	4.96647	4.06291	0.38789	lidar	2.29636	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76594	16.1357	4.88334	4.06867	0.361349	radar	0.753993	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55356	15.9695	4.94117	4.05054	0.314119	lidar	1.56903	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42151	15.7365	5.0588	4.09417	0.366347	radar	2.01469	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.24549	15.5149	5.1203	4.10311	0.353039	lidar	0.643055	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08522	15.3232	5.08703	4.10624	0.329522	radar	0.92278	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.863923	15.1007	5.20844	4.09257	0.288427	lidar	1.81548	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.719918	14.9227	5.08508	4.09307	0.258737	radar	2.37876	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.633859	14.7105	5.00987	4.13276	0.294151	lidar	0.754976	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.516962	14.4674	5.10754	4.17099	0.336612	radar	1.78048	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.338808	14.2423	5.1781	4.16816	0.310042	lidar	0.586715	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.202856	13.988	5.33988	4.20014	0.348509	radar	2.19699	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.216597	13.7393	5.18172	4.28346	0.436521	lidar	4.31797	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.107542	13.4963	5.24939	4.30834	0.446419	radar	0.590983	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0661092	13.2611	5.32129	4.29606	0.399399	lidar	1.12329	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.184138	13.0454	5.20399	4.29821	0.364859	radar	1.26159	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.164339	12.8257	5.0481	4.36988	0.439044	lidar	3.68829	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.278026	12.6009	4.96	4.36938	0.399081	radar	3.06084	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401958	12.3667	5.00036	4.36884	0.370866	lidar	0.389097	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.522403	12.1601	4.94433	4.3611	0.330948	radar	3.50182	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.59725	11.9462	4.90906	4.37898	0.33359	lidar	0.469604	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.723582	11.7168	4.92611	4.36997	0.296174	radar	2.69283	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.936454	11.4694	5.06348	4.32103	0.208698	lidar	4.11899	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03519	11.2446	4.96506	4.32021	0.181131	radar	2.13552	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22189	11.0176	5.04849	4.28298	0.119222	lidar	2.0344	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30318	10.7696	5.1495	4.31358	0.167379	radar	1.5361	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.43671	10.5123	5.21611	4.30801	0.148367	lidar	0.71614	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.53247	10.2456	5.31471	4.32886	0.175715	radar	1.24418	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.62201	10.0396	5.24194	4.33652	0.175516	lidar	2.09474	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70895	9.81122	5.18125	4.34435	0.170251	radar	0.550644	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.7747	9.59572	5.11205	4.36213	0.183385	lidar	0.875158	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.89583	9.339	5.23225	4.36261	0.180366	radar	2.34989	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97826	9.03946	5.31185	4.3812	0.191305	lidar	3.94707	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05959	8.82045	5.19582	4.38233	0.170653	radar	1.90225	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15515	8.56791	5.2195	4.38582	0.163662	lidar	0.0728505	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.29322	8.30873	5.29175	4.36846	0.128092	radar	2.51861	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32608	8.08203	5.19851	4.39886	0.161014	lidar	1.0743	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37844	7.87621	5.08641	4.41348	0.168325	radar	5.50284	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49843	7.6222	5.15178	4.40117	0.140205	lidar	0.656494	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66536	7.38491	5.14216	4.35376	0.0493739	radar	4.91301	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77177	7.12827	5.18654	4.3501	0.0406644	lidar	0.281617	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82691	6.89669	5.17364	4.37592	0.0846241	radar	1.81291	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85528	6.69988	5.02921	4.40166	0.114072	lidar	2.41943	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90318	6.48658	4.88032	4.40745	0.0977274	radar	3.30076	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95707	6.253	4.86097	4.42124	0.10932	lidar	0.205132	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08415	6.00018	4.98091	4.40431	0.084023	radar	3.84275	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17528	5.71792	5.07901	4.40494	0.0776703	lidar	1.93008	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28578	5.46902	5.06966	4.38145	0.0222711	radar	2.04249	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3895	5.20244	5.14403	4.37509	0.0117764	lidar	0.651759	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.4553	4.95687	5.15286	4.39124	0.0421181	radar	0.264548	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.58172	4.66742	5.29339	4.37745	0.0212966	lidar	2.02289	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69136	4.41193	5.28968	4.35627	-0.0283781	radar	1.85829	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83598	4.1313	5.42075	4.33627	-0.0510498	lidar	2.05764	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.91037	3.89392	5.38436	4.35395	-0.00680659	radar	1.44134	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97636	3.66952	5.29099	4.36159	0.00186339	lidar	0.930756	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06908	3.4757	5.16106	4.34563	-0.0345444	radar	4.03637	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16032	3.23211	5.16539	4.34482	-0.0334548	lidar	0.01285	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27776	2.97319	5.22683	4.32907	-0.0628761	radar	0.606609	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37097	2.69279	5.30388	4.33282	-0.0537295	lidar	1.25099	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45537	2.44438	5.2935	4.34112	-0.0306095	radar	0.229101	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56358	2.17355	5.36354	4.33931	-0.0291464	lidar	0.516064	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66928	1.94748	5.32413	4.3129	-0.0944301	radar	3.73089	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79044	1.66429	5.43272	4.30946	-0.0891598	lidar	1.29958	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91337	1.41377	5.46167	4.29337	-0.114723	radar	0.272723	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96618	1.1921	5.33049	4.30011	-0.106096	lidar	5.24792	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05776	0.986664	5.21544	4.2964	-0.0997657	radar	1.14877	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11337	0.764009	5.12526	4.30296	-0.0906614	lidar	3.75501	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21079	0.453056	5.31017	4.3122	-0.0761807	radar	5.36694	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28332	0.217616	5.25864	4.31575	-0.0697895	lidar	1.44839	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39435	-0.0131579	5.20709	4.31742	-0.0443817	radar	5.79343	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46257	-0.246464	5.16276	4.32338	-0.0364365	lidar	1.46963	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58302	-0.412098	5.04153	4.29026	-0.0919695	radar	3.45507	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72017	-0.586511	4.95184	4.25994	-0.129465	lidar	2.2154	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83511	-0.819162	5.06149	4.23815	-0.175838	radar	5.15153	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93207	-1.10266	5.16798	4.25292	-0.139339	lidar	1.83384	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.01978	-1.3813	5.24418	4.26934	-0.104439	radar	2.91282	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1614	-1.58536	5.20082	4.24451	-0.132819	lidar	1.05876	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30498	-1.82937	5.35637	4.21597	-0.188106	radar	3.02224	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41304	-2.08669	5.38584	4.22064	-0.167609	lidar	0.464502	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56545	-2.28303	5.29354	4.19497	-0.187229	radar	3.23569	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71847	-2.49013	5.26704	4.17104	-0.208338	lidar	0.447824	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87562	-2.70043	5.26061	4.14808	-0.227039	radar	1.01767	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96525	-2.98154	5.3303	4.17479	-0.17152	lidar	2.53985	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09345	-3.2038	5.26728	4.17193	-0.156776	radar	0.339847	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21793	-3.3908	5.19058	4.1553	-0.172093	lidar	1.39026	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36446	-3.64568	5.25315	4.15616	-0.155307	radar	4.46259	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52586	-3.76532	5.09337	4.10554	-0.220635	lidar	4.62283	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67135	-3.97311	5.12134	4.09246	-0.22696	radar	0.449506	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82502	-4.20881	5.17162	4.08949	-0.21358	lidar	0.611337	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97661	-4.42805	5.1783	4.08311	-0.205898	radar	0.423656	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13775	-4.6746	5.24639	4.08339	-0.189023	lidar	1.25747	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27714	-4.87313	5.09665	4.0826	-0.165827	radar	2.07572	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40544	-5.09335	5.10088	4.08784	-0.14683	lidar	0.301652	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55426	-5.24919	4.95201	4.06699	-0.160982	radar	3.20865	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74411	-5.44915	4.9928	4.045	-0.179328	lidar	1.81929	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90529	-5.64409	4.99203	4.03395	-0.181624	radar	0.243153	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05894	-5.8299	4.97766	4.02337	-0.184014	lidar	0.0737006	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.199	-5.97573	4.83307	4.00707	-0.191424	radar	5.27856	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37425	-6.06667	4.71765	3.95635	-0.250597	lidar	3.75907	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55377	-6.24867	4.78051	3.94101	-0.255248	radar	1.16406	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68725	-6.46747	4.81247	3.9597	-0.211378	lidar	0.838949	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91628	-6.62606	4.94822	3.91599	-0.261055	radar	7.04409	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1203	-6.79645	4.97509	3.89269	-0.274517	lidar	0.6674	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3075	-6.95548	5.00493	3.87282	-0.284485	radar	0.821467	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.54	-7.14643	5.08858	3.85251	-0.29114	lidar	3.73256	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7489	-7.28254	5.08174	3.82067	-0.315523	radar	1.66364	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9986	-7.4526	5.15764	3.79216	-0.33142	lidar	3.39966	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1872	-7.58667	5.05748	3.77315	-0.334794	radar	1.36125	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3279	-7.74647	4.9901	3.78314	-0.299613	lidar	3.28344	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5237	-7.86859	4.93927	3.75887	-0.312644	radar	1.66962	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6981	-7.97165	4.86353	3.73588	-0.323859	lidar	2.76833	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8902	-8.08086	4.73828	3.71141	-0.335546	radar	1.0847	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1018	-8.17042	4.71856	3.67505	-0.362315	lidar	0.432334	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3344	-8.29812	4.91134	3.65479	-0.362898	radar	2.68187	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5352	-8.38049	4.86	3.62453	-0.379995	lidar	1.46548	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7397	-8.46302	4.73822	3.59393	-0.398088	radar	1.25605	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0224	-8.55677	4.83446	3.55077	-0.428092	lidar	4.35925	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2784	-8.65412	4.95365	3.52421	-0.431893	radar	2.6662	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4967	-8.70303	4.9075	3.48637	-0.454416	lidar	1.57359	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7099	-8.73933	4.74651	3.44207	-0.489744	radar	3.09909	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9323	-8.85995	4.76867	3.44478	-0.452963	lidar	1.26478	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1929	-8.9472	4.96232	3.4305	-0.43358	radar	2.62216	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4136	-9.07081	4.95939	3.44029	-0.391537	lidar	0.892581	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6414	-9.14182	4.90338	3.42105	-0.393569	radar	0.349663	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9338	-9.13581	4.96977	3.35429	-0.455829	lidar	1.71765	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1971	-9.20742	5.01336	3.3387	-0.445797	radar	4.50547	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4622	-9.33561	5.07049	3.35375	-0.395782	lidar	5.30004	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7014	-9.36611	4.93989	3.31858	-0.425226	radar	1.95487	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.957	-9.45717	4.97305	3.32038	-0.394488	lidar	2.01501	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2065	-9.46681	4.91999	3.28018	-0.426595	radar	2.14142	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.456	-9.45751	4.92422	3.2377	-0.45457	lidar	0.534338	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6665	-9.46129	4.8268	3.20849	-0.46725	radar	5.00283	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9545	-9.44095	4.90945	3.16206	-0.497296	lidar	1.47499	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2078	-9.504	4.97965	3.17287	-0.442656	radar	7.87578	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4689	-9.52317	5.00174	3.15659	-0.434933	lidar	0.451177	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7263	-9.51335	4.97143	3.12439	-0.454572	radar	1.5997	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.981	-9.47787	4.98785	3.08695	-0.473819	lidar	0.20304	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2225	-9.44199	4.93348	3.04913	-0.499349	radar	0.544618	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4121	-9.49818	4.81228	3.06903	-0.441061	lidar	2.11752	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6466	-9.48856	4.85443	3.05823	-0.418482	radar	1.73216	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8971	-9.47717	4.86785	3.04267	-0.411507	lidar	0.255248	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.125	-9.4402	4.88122	3.02122	-0.407257	radar	3.90919	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3774	-9.30707	4.93943	2.94971	-0.473851	lidar	3.1061	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6095	-9.23167	4.88705	2.90706	-0.507687	radar	0.981825	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8669	-9.09801	4.96254	2.84488	-0.555158	lidar	1.24169	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1077	-8.99051	5.00285	2.80354	-0.569737	radar	4.86398	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2579	-9.15599	4.68264	2.89528	-0.417264	lidar	14.3467	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4961	-9.11988	4.72043	2.89033	-0.391022	radar	1.57115	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7213	-9.01367	4.74748	2.84871	-0.419287	lidar	0.803156	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.965	-8.93438	4.77071	2.82243	-0.429306	radar	2.56505	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.158	-8.86628	4.70711	2.80388	-0.425307	lidar	1.05386	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3917	-8.78237	4.71083	2.77837	-0.435847	radar	1.97969	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5787	-8.76411	4.59963	2.78735	-0.396214	lidar	1.20448	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7645	-8.63234	4.49203	2.72612	-0.471129	radar	5.92114	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9685	-8.54945	4.483	2.70759	-0.464725	lidar	0.035572	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1777	-8.44576	4.5484	2.68977	-0.446093	radar	2.12974	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4177	-8.33509	4.61985	2.66709	-0.446907	lidar	1.50726	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6054	-8.22639	4.57015	2.638	-0.461802	radar	0.760759	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8621	-7.95027	4.83979	2.54509	-0.549885	lidar	6.45427	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0535	-7.80069	4.78125	2.49585	-0.600312	radar	3.13341	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2889	-7.61123	4.9087	2.45419	-0.614405	lidar	2.15811	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4915	-7.4665	4.96691	2.44775	-0.56109	radar	1.71877	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6521	-7.33089	4.88924	2.42538	-0.554593	lidar	0.761204	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8462	-7.16434	4.93189	2.40397	-0.538453	radar	0.883014	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
